RUN	portfolio.GetPortfoliosSimulation	getportfoliossimulation	1552208770352	 	3.0.3
REQUEST	12		Get all portfolios	1552208770977	1552208771014	OK	 
USER	Get portfolios	21	START	1552208771020	1552208771020
REQUEST	9		Get all portfolios	1552208770963	1552208771013	OK	 
USER	Get portfolios	22	START	1552208771023	1552208771023
USER	Get portfolios	23	START	1552208771025	1552208771025
USER	Get portfolios	24	START	1552208771025	1552208771025
USER	Get portfolios	25	START	1552208771026	1552208771026
REQUEST	22		Get all portfolios	1552208771024	1552208771027	OK	 
REQUEST	15		Get all portfolios	1552208770981	1552208771022	OK	 
REQUEST	16		Get all portfolios	1552208770986	1552208771008	OK	 
REQUEST	20		Get all portfolios	1552208771018	1552208771037	OK	 
REQUEST	21		Get all portfolios	1552208771021	1552208771034	OK	 
USER	Get portfolios	26	START	1552208771027	1552208771027
REQUEST	24		Get all portfolios	1552208771026	1552208771040	OK	 
USER	Get portfolios	27	START	1552208771040	1552208771040
REQUEST	19		Get all portfolios	1552208771015	1552208771041	OK	 
REQUEST	26		Get all portfolios	1552208771040	1552208771043	OK	 
REQUEST	27		Get all portfolios	1552208771041	1552208771044	OK	 
REQUEST	23		Get all portfolios	1552208771025	1552208771046	OK	 
REQUEST	17		Get all portfolios	1552208770987	1552208771042	OK	 
REQUEST	28		Get all portfolios	1552208771051	1552208771053	OK	 
REQUEST	25		Get all portfolios	1552208771027	1552208771054	OK	 
USER	Get portfolios	28	START	1552208771050	1552208771050
USER	Get portfolios	29	START	1552208771056	1552208771056
REQUEST	29		Get all portfolios	1552208771056	1552208771059	OK	 
REQUEST	30		Get all portfolios	1552208771057	1552208771061	OK	 
USER	Get portfolios	30	START	1552208771057	1552208771057
USER	Get portfolios	31	START	1552208771065	1552208771065
REQUEST	31		Get all portfolios	1552208771065	1552208771068	OK	 
USER	Get portfolios	32	START	1552208771067	1552208771067
USER	Get portfolios	33	START	1552208771070	1552208771070
REQUEST	32		Get all portfolios	1552208771068	1552208771071	OK	 
USER	Get portfolios	34	START	1552208771071	1552208771071
USER	Get portfolios	35	START	1552208771073	1552208771073
REQUEST	35		Get all portfolios	1552208771074	1552208771076	OK	 
REQUEST	34		Get all portfolios	1552208771073	1552208771083	OK	 
REQUEST	33		Get all portfolios	1552208771071	1552208771083	OK	 
USER	Get portfolios	36	START	1552208771075	1552208771075
REQUEST	36		Get all portfolios	1552208771082	1552208771086	OK	 
USER	Get portfolios	37	START	1552208771086	1552208771086
REQUEST	37		Get all portfolios	1552208771089	1552208771092	OK	 
REQUEST	38		Get all portfolios	1552208771104	1552208771107	OK	 
USER	Get portfolios	38	START	1552208771089	1552208771089
USER	Get portfolios	39	START	1552208771121	1552208771121
REQUEST	40		Get all portfolios	1552208771122	1552208771125	OK	 
REQUEST	39		Get all portfolios	1552208771121	1552208771126	OK	 
USER	Get portfolios	40	START	1552208771122	1552208771122
USER	Get portfolios	41	START	1552208771129	1552208771129
USER	Get portfolios	42	START	1552208771130	1552208771130
REQUEST	42		Get all portfolios	1552208771130	1552208771133	OK	 
USER	Get portfolios	43	START	1552208771131	1552208771131
REQUEST	41		Get all portfolios	1552208771130	1552208771145	OK	 
REQUEST	43		Get all portfolios	1552208771131	1552208771145	OK	 
USER	Get portfolios	44	START	1552208771143	1552208771143
USER	Get portfolios	45	START	1552208771152	1552208771152
REQUEST	44		Get all portfolios	1552208771152	1552208771162	OK	 
USER	Get portfolios	46	START	1552208771153	1552208771153
REQUEST	46		Get all portfolios	1552208771153	1552208771165	OK	 
USER	Get portfolios	47	START	1552208771163	1552208771163
REQUEST	45		Get all portfolios	1552208771153	1552208771168	OK	 
REQUEST	47		Get all portfolios	1552208771164	1552208771171	OK	 
USER	Get portfolios	48	START	1552208771170	1552208771170
USER	Get portfolios	49	START	1552208771177	1552208771177
USER	Get portfolios	50	START	1552208771178	1552208771178
REQUEST	49		Get all portfolios	1552208771177	1552208771180	OK	 
REQUEST	48		Get all portfolios	1552208771171	1552208771180	OK	 
REQUEST	50		Get all portfolios	1552208771179	1552208771182	OK	 
USER	Get portfolios	51	START	1552208771180	1552208771180
REQUEST	51		Get all portfolios	1552208771184	1552208771189	OK	 
USER	Get portfolios	52	START	1552208771187	1552208771187
REQUEST	52		Get all portfolios	1552208771192	1552208771195	OK	 
USER	Get portfolios	53	START	1552208771193	1552208771193
USER	Get portfolios	54	START	1552208771202	1552208771202
USER	Get portfolios	55	START	1552208771204	1552208771204
USER	Get portfolios	56	START	1552208771207	1552208771207
REQUEST	54		Get all portfolios	1552208771203	1552208771211	OK	 
USER	Get portfolios	57	START	1552208771209	1552208771209
REQUEST	55		Get all portfolios	1552208771205	1552208771213	OK	 
REQUEST	56		Get all portfolios	1552208771208	1552208771214	OK	 
REQUEST	57		Get all portfolios	1552208771211	1552208771218	OK	 
REQUEST	53		Get all portfolios	1552208771193	1552208771220	OK	 
REQUEST	58		Get all portfolios	1552208771213	1552208771221	OK	 
USER	Get portfolios	58	START	1552208771213	1552208771213
USER	Get portfolios	59	START	1552208771222	1552208771222
USER	Get portfolios	60	START	1552208771225	1552208771225
REQUEST	59		Get all portfolios	1552208771223	1552208771229	OK	 
REQUEST	60		Get all portfolios	1552208771226	1552208771230	OK	 
USER	Get portfolios	61	START	1552208771228	1552208771228
USER	Get portfolios	62	START	1552208771232	1552208771232
REQUEST	61		Get all portfolios	1552208771230	1552208771234	OK	 
REQUEST	62		Get all portfolios	1552208771232	1552208771237	OK	 
USER	Get portfolios	63	START	1552208771235	1552208771235
REQUEST	63		Get all portfolios	1552208771235	1552208771239	OK	 
USER	Get portfolios	64	START	1552208771239	1552208771239
USER	Get portfolios	65	START	1552208771241	1552208771241
USER	Get portfolios	66	START	1552208771243	1552208771243
REQUEST	64		Get all portfolios	1552208771240	1552208771245	OK	 
REQUEST	65		Get all portfolios	1552208771241	1552208771246	OK	 
REQUEST	66		Get all portfolios	1552208771243	1552208771251	OK	 
USER	Get portfolios	67	START	1552208771246	1552208771246
USER	Get portfolios	68	START	1552208771256	1552208771256
USER	Get portfolios	69	START	1552208771258	1552208771258
REQUEST	67		Get all portfolios	1552208771253	1552208771260	OK	 
REQUEST	68		Get all portfolios	1552208771256	1552208771261	OK	 
REQUEST	69		Get all portfolios	1552208771259	1552208771263	OK	 
USER	Get portfolios	70	START	1552208771262	1552208771262
USER	Get portfolios	71	START	1552208771269	1552208771269
REQUEST	72		Get all portfolios	1552208771271	1552208771273	OK	 
USER	Get portfolios	72	START	1552208771271	1552208771271
REQUEST	71		Get all portfolios	1552208771269	1552208771274	OK	 
USER	Get portfolios	73	START	1552208771274	1552208771274
USER	Get portfolios	74	START	1552208771275	1552208771275
REQUEST	70		Get all portfolios	1552208771267	1552208771279	OK	 
USER	Get portfolios	75	START	1552208771277	1552208771277
REQUEST	74		Get all portfolios	1552208771275	1552208771286	OK	 
REQUEST	75		Get all portfolios	1552208771277	1552208771287	OK	 
USER	Get portfolios	76	START	1552208771285	1552208771285
USER	Get portfolios	77	START	1552208771288	1552208771288
REQUEST	73		Get all portfolios	1552208771275	1552208771291	OK	 
REQUEST	76		Get all portfolios	1552208771286	1552208771293	OK	 
USER	Get portfolios	78	START	1552208771290	1552208771290
USER	Get portfolios	79	START	1552208771295	1552208771295
REQUEST	77		Get all portfolios	1552208771289	1552208771299	OK	 
REQUEST	80		Get all portfolios	1552208771297	1552208771300	OK	 
USER	Get portfolios	80	START	1552208771297	1552208771297
USER	Get portfolios	81	START	1552208771301	1552208771301
USER	Get portfolios	82	START	1552208771301	1552208771301
REQUEST	79		Get all portfolios	1552208771296	1552208771304	OK	 
USER	Get portfolios	83	START	1552208771303	1552208771303
REQUEST	78		Get all portfolios	1552208771294	1552208771310	OK	 
REQUEST	82		Get all portfolios	1552208771302	1552208771315	OK	 
USER	Get portfolios	84	START	1552208771309	1552208771309
REQUEST	83		Get all portfolios	1552208771304	1552208771317	OK	 
REQUEST	81		Get all portfolios	1552208771301	1552208771317	OK	 
USER	Get portfolios	85	START	1552208771316	1552208771316
REQUEST	85		Get all portfolios	1552208771316	1552208771326	OK	 
REQUEST	84		Get all portfolios	1552208771316	1552208771326	OK	 
USER	Get portfolios	86	START	1552208771319	1552208771319
USER	Get portfolios	87	START	1552208771328	1552208771328
USER	Get portfolios	88	START	1552208771329	1552208771329
USER	Get portfolios	89	START	1552208771330	1552208771330
REQUEST	86		Get all portfolios	1552208771327	1552208771331	OK	 
USER	Get portfolios	90	START	1552208771332	1552208771332
USER	Get portfolios	91	START	1552208771333	1552208771333
USER	Get portfolios	92	START	1552208771334	1552208771334
REQUEST	90		Get all portfolios	1552208771332	1552208771335	OK	 
REQUEST	87		Get all portfolios	1552208771328	1552208771336	OK	 
USER	Get portfolios	93	START	1552208771335	1552208771335
REQUEST	92		Get all portfolios	1552208771335	1552208771339	OK	 
REQUEST	88		Get all portfolios	1552208771329	1552208771342	OK	 
REQUEST	94		Get all portfolios	1552208771338	1552208771343	OK	 
USER	Get portfolios	94	START	1552208771337	1552208771337
REQUEST	89		Get all portfolios	1552208771330	1552208771346	OK	 
USER	Get portfolios	95	START	1552208771345	1552208771345
REQUEST	93		Get all portfolios	1552208771335	1552208771340	OK	 
USER	Get portfolios	96	START	1552208771347	1552208771347
REQUEST	95		Get all portfolios	1552208771345	1552208771350	OK	 
USER	Get portfolios	97	START	1552208771349	1552208771349
REQUEST	97		Get all portfolios	1552208771350	1552208771353	OK	 
REQUEST	96		Get all portfolios	1552208771348	1552208771354	OK	 
USER	Get portfolios	98	START	1552208771351	1552208771351
USER	Get portfolios	99	START	1552208771356	1552208771356
REQUEST	99		Get all portfolios	1552208771356	1552208771359	OK	 
REQUEST	98		Get all portfolios	1552208771355	1552208771359	OK	 
REQUEST	91		Get all portfolios	1552208771334	1552208771360	OK	 
USER	Get portfolios	100	START	1552208771358	1552208771358
USER	Get portfolios	101	START	1552208771362	1552208771362
USER	Get portfolios	102	START	1552208771364	1552208771364
REQUEST	102		Get all portfolios	1552208771365	1552208771368	OK	 
USER	Get portfolios	103	START	1552208771365	1552208771365
REQUEST	101		Get all portfolios	1552208771363	1552208771369	OK	 
REQUEST	100		Get all portfolios	1552208771361	1552208771370	OK	 
REQUEST	103		Get all portfolios	1552208771366	1552208771377	OK	 
USER	Get portfolios	104	START	1552208771369	1552208771369
REQUEST	104		Get all portfolios	1552208771370	1552208771382	OK	 
USER	Get portfolios	105	START	1552208771380	1552208771380
REQUEST	105		Get all portfolios	1552208771380	1552208771384	OK	 
USER	Get portfolios	106	START	1552208771383	1552208771383
REQUEST	106		Get all portfolios	1552208771385	1552208771387	OK	 
REQUEST	107		Get all portfolios	1552208771387	1552208771390	OK	 
USER	Get portfolios	107	START	1552208771385	1552208771385
USER	Get portfolios	108	START	1552208771390	1552208771390
REQUEST	108		Get all portfolios	1552208771391	1552208771394	OK	 
USER	Get portfolios	109	START	1552208771392	1552208771392
USER	Get portfolios	110	START	1552208771395	1552208771395
REQUEST	109		Get all portfolios	1552208771395	1552208771397	OK	 
USER	Get portfolios	111	START	1552208771397	1552208771397
REQUEST	112		Get all portfolios	1552208771401	1552208771411	OK	 
REQUEST	111		Get all portfolios	1552208771398	1552208771409	OK	 
REQUEST	110		Get all portfolios	1552208771395	1552208771412	OK	 
USER	Get portfolios	112	START	1552208771401	1552208771401
USER	Get portfolios	113	START	1552208771413	1552208771413
REQUEST	113		Get all portfolios	1552208771413	1552208771416	OK	 
USER	Get portfolios	114	START	1552208771414	1552208771414
USER	Get portfolios	115	START	1552208771417	1552208771417
REQUEST	115		Get all portfolios	1552208771418	1552208771422	OK	 
USER	Get portfolios	116	START	1552208771419	1552208771419
REQUEST	114		Get all portfolios	1552208771417	1552208771423	OK	 
USER	Get portfolios	117	START	1552208771423	1552208771423
REQUEST	116		Get all portfolios	1552208771419	1552208771426	OK	 
USER	Get portfolios	118	START	1552208771425	1552208771425
USER	Get portfolios	119	START	1552208771427	1552208771427
REQUEST	118		Get all portfolios	1552208771427	1552208771430	OK	 
USER	Get portfolios	120	START	1552208771429	1552208771429
REQUEST	119		Get all portfolios	1552208771428	1552208771431	OK	 
USER	Get portfolios	121	START	1552208771431	1552208771431
REQUEST	117		Get all portfolios	1552208771424	1552208771433	OK	 
REQUEST	121		Get all portfolios	1552208771432	1552208771437	OK	 
REQUEST	120		Get all portfolios	1552208771429	1552208771437	OK	 
USER	Get portfolios	122	START	1552208771433	1552208771433
USER	Get portfolios	123	START	1552208771440	1552208771440
USER	Get portfolios	124	START	1552208771444	1552208771444
USER	Get portfolios	125	START	1552208771445	1552208771445
USER	Get portfolios	126	START	1552208771448	1552208771448
REQUEST	123		Get all portfolios	1552208771441	1552208771451	OK	 
REQUEST	122		Get all portfolios	1552208771440	1552208771451	OK	 
REQUEST	125		Get all portfolios	1552208771446	1552208771453	OK	 
USER	Get portfolios	127	START	1552208771451	1552208771451
REQUEST	127		Get all portfolios	1552208771452	1552208771456	OK	 
REQUEST	124		Get all portfolios	1552208771444	1552208771457	OK	 
USER	Get portfolios	128	START	1552208771454	1552208771454
USER	Get portfolios	129	START	1552208771457	1552208771457
USER	Get portfolios	130	START	1552208771459	1552208771459
REQUEST	126		Get all portfolios	1552208771449	1552208771464	OK	 
REQUEST	128		Get all portfolios	1552208771455	1552208771464	OK	 
REQUEST	129		Get all portfolios	1552208771459	1552208771465	OK	 
REQUEST	130		Get all portfolios	1552208771460	1552208771471	OK	 
USER	Get portfolios	131	START	1552208771462	1552208771462
USER	Get portfolios	132	START	1552208771473	1552208771473
USER	Get portfolios	133	START	1552208771477	1552208771477
REQUEST	131		Get all portfolios	1552208771472	1552208771478	OK	 
USER	Get portfolios	134	START	1552208771478	1552208771478
REQUEST	134		Get all portfolios	1552208771478	1552208771481	OK	 
REQUEST	133		Get all portfolios	1552208771477	1552208771481	OK	 
USER	Get portfolios	135	START	1552208771479	1552208771479
REQUEST	132		Get all portfolios	1552208771473	1552208771484	OK	 
REQUEST	135		Get all portfolios	1552208771482	1552208771485	OK	 
USER	Get portfolios	136	START	1552208771484	1552208771484
USER	Get portfolios	137	START	1552208771486	1552208771486
USER	Get portfolios	138	START	1552208771488	1552208771488
REQUEST	136		Get all portfolios	1552208771485	1552208771491	OK	 
REQUEST	137		Get all portfolios	1552208771486	1552208771491	OK	 
REQUEST	138		Get all portfolios	1552208771489	1552208771491	OK	 
USER	Get portfolios	139	START	1552208771490	1552208771490
USER	Get portfolios	140	START	1552208771493	1552208771493
REQUEST	140		Get all portfolios	1552208771493	1552208771497	OK	 
REQUEST	139		Get all portfolios	1552208771492	1552208771498	OK	 
REQUEST	141		Get all portfolios	1552208771495	1552208771503	OK	 
USER	Get portfolios	141	START	1552208771494	1552208771494
USER	Get portfolios	142	START	1552208771504	1552208771504
USER	Get portfolios	143	START	1552208771507	1552208771507
REQUEST	142		Get all portfolios	1552208771505	1552208771509	OK	 
USER	Get portfolios	144	START	1552208771508	1552208771508
REQUEST	144		Get all portfolios	1552208771508	1552208771514	OK	 
REQUEST	145		Get all portfolios	1552208771513	1552208771515	OK	 
REQUEST	143		Get all portfolios	1552208771508	1552208771515	OK	 
USER	Get portfolios	145	START	1552208771512	1552208771512
USER	Get portfolios	146	START	1552208771516	1552208771516
USER	Get portfolios	147	START	1552208771519	1552208771519
REQUEST	147		Get all portfolios	1552208771519	1552208771522	OK	 
REQUEST	146		Get all portfolios	1552208771516	1552208771522	OK	 
USER	Get portfolios	148	START	1552208771521	1552208771521
REQUEST	148		Get all portfolios	1552208771523	1552208771526	OK	 
USER	Get portfolios	149	START	1552208771524	1552208771524
REQUEST	150		Get all portfolios	1552208771527	1552208771535	OK	 
REQUEST	149		Get all portfolios	1552208771524	1552208771535	OK	 
USER	Get portfolios	150	START	1552208771526	1552208771526
USER	Get portfolios	151	START	1552208771537	1552208771537
USER	Get portfolios	152	START	1552208771539	1552208771539
USER	Get portfolios	153	START	1552208771540	1552208771540
REQUEST	151		Get all portfolios	1552208771537	1552208771543	OK	 
REQUEST	152		Get all portfolios	1552208771539	1552208771543	OK	 
REQUEST	153		Get all portfolios	1552208771541	1552208771545	OK	 
USER	Get portfolios	154	START	1552208771542	1552208771542
REQUEST	154		Get all portfolios	1552208771543	1552208771547	OK	 
USER	Get portfolios	155	START	1552208771546	1552208771546
REQUEST	156		Get all portfolios	1552208771548	1552208771551	OK	 
REQUEST	155		Get all portfolios	1552208771547	1552208771551	OK	 
USER	Get portfolios	156	START	1552208771548	1552208771548
USER	Get portfolios	157	START	1552208771552	1552208771552
USER	Get portfolios	158	START	1552208771553	1552208771553
REQUEST	158		Get all portfolios	1552208771554	1552208771557	OK	 
REQUEST	157		Get all portfolios	1552208771552	1552208771557	OK	 
USER	Get portfolios	159	START	1552208771555	1552208771555
REQUEST	160		Get all portfolios	1552208771559	1552208771564	OK	 
REQUEST	159		Get all portfolios	1552208771556	1552208771566	OK	 
USER	Get portfolios	160	START	1552208771558	1552208771558
USER	Get portfolios	161	START	1552208771568	1552208771568
REQUEST	161		Get all portfolios	1552208771568	1552208771571	OK	 
USER	Get portfolios	162	START	1552208771569	1552208771569
USER	Get portfolios	163	START	1552208771572	1552208771572
USER	Get portfolios	164	START	1552208771573	1552208771573
USER	Get portfolios	165	START	1552208771575	1552208771575
REQUEST	164		Get all portfolios	1552208771573	1552208771579	OK	 
REQUEST	165		Get all portfolios	1552208771575	1552208771580	OK	 
USER	Get portfolios	166	START	1552208771577	1552208771577
REQUEST	166		Get all portfolios	1552208771580	1552208771584	OK	 
USER	Get portfolios	167	START	1552208771582	1552208771582
REQUEST	163		Get all portfolios	1552208771573	1552208771586	OK	 
REQUEST	167		Get all portfolios	1552208771582	1552208771588	OK	 
REQUEST	162		Get all portfolios	1552208771572	1552208771588	OK	 
USER	Get portfolios	168	START	1552208771585	1552208771585
REQUEST	168		Get all portfolios	1552208771586	1552208771592	OK	 
REQUEST	169		Get all portfolios	1552208771590	1552208771598	OK	 
USER	Get portfolios	169	START	1552208771589	1552208771589
USER	Get portfolios	170	START	1552208771600	1552208771600
REQUEST	170		Get all portfolios	1552208771600	1552208771604	OK	 
USER	Get portfolios	171	START	1552208771602	1552208771602
USER	Get portfolios	172	START	1552208771605	1552208771605
REQUEST	172		Get all portfolios	1552208771605	1552208771609	OK	 
USER	Get portfolios	173	START	1552208771606	1552208771606
USER	Get portfolios	174	START	1552208771609	1552208771609
USER	Get portfolios	175	START	1552208771611	1552208771611
USER	Get portfolios	176	START	1552208771614	1552208771614
REQUEST	173		Get all portfolios	1552208771607	1552208771621	OK	 
REQUEST	171		Get all portfolios	1552208771605	1552208771621	OK	 
USER	Get portfolios	177	START	1552208771616	1552208771616
REQUEST	176		Get all portfolios	1552208771614	1552208771622	OK	 
REQUEST	175		Get all portfolios	1552208771612	1552208771622	OK	 
USER	Get portfolios	178	START	1552208771623	1552208771623
USER	Get portfolios	179	START	1552208771625	1552208771625
REQUEST	178		Get all portfolios	1552208771623	1552208771628	OK	 
REQUEST	179		Get all portfolios	1552208771626	1552208771629	OK	 
USER	Get portfolios	180	START	1552208771627	1552208771627
USER	Get portfolios	181	START	1552208771631	1552208771631
REQUEST	174		Get all portfolios	1552208771610	1552208771633	OK	 
REQUEST	181		Get all portfolios	1552208771631	1552208771635	OK	 
USER	Get portfolios	182	START	1552208771632	1552208771632
USER	Get portfolios	183	START	1552208771635	1552208771635
REQUEST	177		Get all portfolios	1552208771617	1552208771636	OK	 
REQUEST	183		Get all portfolios	1552208771636	1552208771640	OK	 
REQUEST	184		Get all portfolios	1552208771636	1552208771641	OK	 
USER	Get portfolios	184	START	1552208771636	1552208771636
USER	Get portfolios	185	START	1552208771641	1552208771641
USER	Get portfolios	186	START	1552208771642	1552208771642
USER	Get portfolios	187	START	1552208771644	1552208771644
REQUEST	187		Get all portfolios	1552208771644	1552208771646	OK	 
USER	Get portfolios	188	START	1552208771645	1552208771645
REQUEST	180		Get all portfolios	1552208771630	1552208771644	OK	 
REQUEST	185		Get all portfolios	1552208771642	1552208771649	OK	 
USER	Get portfolios	189	START	1552208771647	1552208771647
USER	Get portfolios	190	START	1552208771651	1552208771651
REQUEST	190		Get all portfolios	1552208771651	1552208771654	OK	 
USER	Get portfolios	191	START	1552208771652	1552208771652
REQUEST	189		Get all portfolios	1552208771649	1552208771656	OK	 
REQUEST	191		Get all portfolios	1552208771653	1552208771664	OK	 
USER	Get portfolios	192	START	1552208771655	1552208771655
REQUEST	192		Get all portfolios	1552208771664	1552208771667	OK	 
USER	Get portfolios	193	START	1552208771666	1552208771666
USER	Get portfolios	194	START	1552208771667	1552208771667
USER	Get portfolios	195	START	1552208771669	1552208771669
USER	Get portfolios	196	START	1552208771671	1552208771671
REQUEST	193		Get all portfolios	1552208771666	1552208771672	OK	 
USER	Get portfolios	197	START	1552208771672	1552208771672
USER	Get portfolios	198	START	1552208771674	1552208771674
USER	Get portfolios	199	START	1552208771675	1552208771675
REQUEST	195		Get all portfolios	1552208771670	1552208771676	OK	 
USER	Get portfolios	200	START	1552208771676	1552208771676
USER	Get portfolios	201	START	1552208771678	1552208771678
REQUEST	197		Get all portfolios	1552208771672	1552208771680	OK	 
REQUEST	201		Get all portfolios	1552208771679	1552208771681	OK	 
USER	Get portfolios	202	START	1552208771680	1552208771680
REQUEST	202		Get all portfolios	1552208771680	1552208771682	OK	 
USER	Get portfolios	203	START	1552208771682	1552208771682
REQUEST	186		Get all portfolios	1552208771643	1552208771756	OK	 
REQUEST	196		Get all portfolios	1552208771671	1552208771756	OK	 
REQUEST	194		Get all portfolios	1552208771668	1552208771756	OK	 
REQUEST	199		Get all portfolios	1552208771675	1552208771756	OK	 
REQUEST	188		Get all portfolios	1552208771646	1552208771757	OK	 
REQUEST	182		Get all portfolios	1552208771635	1552208771757	OK	 
REQUEST	198		Get all portfolios	1552208771674	1552208771758	OK	 
USER	Get portfolios	204	START	1552208771684	1552208771684
REQUEST	203		Get all portfolios	1552208771683	1552208771758	OK	 
USER	Get portfolios	205	START	1552208771758	1552208771758
REQUEST	204		Get all portfolios	1552208771685	1552208771759	OK	 
REQUEST	200		Get all portfolios	1552208771677	1552208771686	OK	 
USER	Get portfolios	206	START	1552208771759	1552208771759
USER	Get portfolios	207	START	1552208771760	1552208771760
USER	Get portfolios	208	START	1552208771762	1552208771762
REQUEST	206		Get all portfolios	1552208771760	1552208771765	OK	 
USER	Get portfolios	209	START	1552208771763	1552208771763
USER	Get portfolios	210	START	1552208771766	1552208771766
REQUEST	207		Get all portfolios	1552208771762	1552208771767	OK	 
USER	Get portfolios	211	START	1552208771766	1552208771766
USER	Get portfolios	212	START	1552208771767	1552208771767
USER	Get portfolios	213	START	1552208771767	1552208771767
USER	Get portfolios	214	START	1552208771768	1552208771768
REQUEST	209		Get all portfolios	1552208771766	1552208771771	OK	 
REQUEST	210		Get all portfolios	1552208771766	1552208771772	OK	 
REQUEST	212		Get all portfolios	1552208771767	1552208771773	OK	 
REQUEST	208		Get all portfolios	1552208771763	1552208771773	OK	 
REQUEST	214		Get all portfolios	1552208771768	1552208771775	OK	 
REQUEST	211		Get all portfolios	1552208771767	1552208771776	OK	 
USER	Get portfolios	215	START	1552208771768	1552208771768
USER	Get portfolios	216	START	1552208771777	1552208771777
USER	Get portfolios	217	START	1552208771779	1552208771779
REQUEST	216		Get all portfolios	1552208771778	1552208771781	OK	 
REQUEST	217		Get all portfolios	1552208771779	1552208771784	OK	 
USER	Get portfolios	218	START	1552208771781	1552208771781
USER	Get portfolios	219	START	1552208771787	1552208771787
USER	Get portfolios	220	START	1552208771788	1552208771788
REQUEST	205		Get all portfolios	1552208771759	1552208771792	OK	 
REQUEST	215		Get all portfolios	1552208771777	1552208771793	OK	 
REQUEST	220		Get all portfolios	1552208771789	1552208771794	OK	 
REQUEST	219		Get all portfolios	1552208771787	1552208771794	OK	 
REQUEST	213		Get all portfolios	1552208771768	1552208771797	OK	 
USER	Get portfolios	221	START	1552208771791	1552208771791
REQUEST	218		Get all portfolios	1552208771784	1552208771797	OK	 
REQUEST	221		Get all portfolios	1552208771794	1552208771801	OK	 
USER	Get portfolios	222	START	1552208771798	1552208771798
USER	Get portfolios	223	START	1552208771805	1552208771805
REQUEST	223		Get all portfolios	1552208771805	1552208771808	OK	 
REQUEST	222		Get all portfolios	1552208771798	1552208771808	OK	 
USER	Get portfolios	224	START	1552208771809	1552208771809
USER	Get portfolios	225	START	1552208771809	1552208771809
USER	Get portfolios	226	START	1552208771810	1552208771810
USER	Get portfolios	227	START	1552208771811	1552208771811
USER	Get portfolios	228	START	1552208771813	1552208771813
REQUEST	224		Get all portfolios	1552208771809	1552208771814	OK	 
REQUEST	226		Get all portfolios	1552208771810	1552208771814	OK	 
USER	Get portfolios	229	START	1552208771813	1552208771813
USER	Get portfolios	230	START	1552208771815	1552208771815
REQUEST	227		Get all portfolios	1552208771811	1552208771819	OK	 
USER	Get portfolios	231	START	1552208771817	1552208771817
USER	Get portfolios	232	START	1552208771820	1552208771820
REQUEST	230		Get all portfolios	1552208771816	1552208771824	OK	 
REQUEST	228		Get all portfolios	1552208771813	1552208771825	OK	 
REQUEST	231		Get all portfolios	1552208771818	1552208771825	OK	 
REQUEST	229		Get all portfolios	1552208771813	1552208771826	OK	 
REQUEST	232		Get all portfolios	1552208771820	1552208771826	OK	 
USER	Get portfolios	233	START	1552208771822	1552208771822
USER	Get portfolios	234	START	1552208771827	1552208771827
USER	Get portfolios	235	START	1552208771828	1552208771828
USER	Get portfolios	236	START	1552208771828	1552208771828
USER	Get portfolios	237	START	1552208771828	1552208771828
REQUEST	236		Get all portfolios	1552208771828	1552208771832	OK	 
REQUEST	225		Get all portfolios	1552208771810	1552208771835	OK	 
REQUEST	235		Get all portfolios	1552208771828	1552208771836	OK	 
