RUN	portfolio.GetPortfoliosSimulation	getportfoliossimulation	1552208566882	 	3.0.3
USER	Get portfolios	434	START	1552208568300	1552208568300
USER	Get portfolios	435	START	1552208568300	1552208568300
USER	Get portfolios	436	START	1552208568301	1552208568301
USER	Get portfolios	437	START	1552208568301	1552208568301
USER	Get portfolios	438	START	1552208568301	1552208568301
USER	Get portfolios	439	START	1552208568302	1552208568302
USER	Get portfolios	440	START	1552208568321	1552208568321
USER	Get portfolios	441	START	1552208568321	1552208568321
REQUEST	69		Get all portfolios	1552208567662	1552208568323	OK	 
REQUEST	98		Get all portfolios	1552208567731	1552208568294	OK	 
REQUEST	99		Get all portfolios	1552208567731	1552208568296	OK	 
USER	Get portfolios	442	START	1552208568322	1552208568322
USER	Get portfolios	443	START	1552208568324	1552208568324
USER	Get portfolios	444	START	1552208568325	1552208568325
REQUEST	120		Get all portfolios	1552208567778	1552208568318	OK	 
USER	Get portfolios	445	START	1552208568325	1552208568325
USER	Get portfolios	446	START	1552208568326	1552208568326
REQUEST	66		Get all portfolios	1552208567660	1552208568327	OK	 
USER	Get portfolios	447	START	1552208568327	1552208568327
USER	Get portfolios	448	START	1552208568331	1552208568331
USER	Get portfolios	449	START	1552208568333	1552208568333
REQUEST	116		Get all portfolios	1552208567760	1552208568328	OK	 
USER	Get portfolios	450	START	1552208568334	1552208568334
REQUEST	103		Get all portfolios	1552208567740	1552208568319	OK	 
REQUEST	94		Get all portfolios	1552208567723	1552208568323	OK	 
USER	Get portfolios	451	START	1552208568334	1552208568334
USER	Get portfolios	452	START	1552208568335	1552208568335
REQUEST	100		Get all portfolios	1552208567735	1552208568334	OK	 
REQUEST	110		Get all portfolios	1552208567751	1552208568344	OK	 
USER	Get portfolios	453	START	1552208568335	1552208568335
USER	Get portfolios	454	START	1552208568349	1552208568349
USER	Get portfolios	455	START	1552208568349	1552208568349
REQUEST	67		Get all portfolios	1552208567661	1552208568350	OK	 
REQUEST	122		Get all portfolios	1552208567781	1552208568349	OK	 
USER	Get portfolios	456	START	1552208568351	1552208568351
REQUEST	130		Get all portfolios	1552208567801	1552208568351	OK	 
REQUEST	138		Get all portfolios	1552208567817	1552208568358	OK	 
REQUEST	82		Get all portfolios	1552208567691	1552208568360	OK	 
REQUEST	126		Get all portfolios	1552208567791	1552208568362	OK	 
REQUEST	106		Get all portfolios	1552208567745	1552208568362	OK	 
REQUEST	118		Get all portfolios	1552208567768	1552208568367	OK	 
REQUEST	114		Get all portfolios	1552208567757	1552208568367	OK	 
REQUEST	134		Get all portfolios	1552208567808	1552208568368	OK	 
REQUEST	91		Get all portfolios	1552208567720	1552208568368	OK	 
REQUEST	150		Get all portfolios	1552208567843	1552208568368	OK	 
REQUEST	142		Get all portfolios	1552208567824	1552208568373	OK	 
REQUEST	158		Get all portfolios	1552208567854	1552208568376	OK	 
REQUEST	162		Get all portfolios	1552208567860	1552208568376	OK	 
REQUEST	87		Get all portfolios	1552208567697	1552208568380	OK	 
REQUEST	207		Get all portfolios	1552208567917	1552208568381	OK	 
REQUEST	190		Get all portfolios	1552208567894	1552208568382	OK	 
USER	Get portfolios	457	START	1552208568361	1552208568361
REQUEST	205		Get all portfolios	1552208567914	1552208568383	OK	 
USER	Get portfolios	458	START	1552208568383	1552208568383
REQUEST	166		Get all portfolios	1552208567864	1552208568386	OK	 
REQUEST	214		Get all portfolios	1552208567927	1552208568387	OK	 
REQUEST	195		Get all portfolios	1552208567904	1552208568388	OK	 
USER	Get portfolios	459	START	1552208568384	1552208568384
USER	Get portfolios	460	START	1552208568388	1552208568388
USER	Get portfolios	461	START	1552208568389	1552208568389
USER	Get portfolios	462	START	1552208568389	1552208568389
REQUEST	219		Get all portfolios	1552208567937	1552208568392	OK	 
USER	Get portfolios	463	START	1552208568392	1552208568392
USER	Get portfolios	464	START	1552208568394	1552208568394
USER	Get portfolios	465	START	1552208568395	1552208568395
USER	Get portfolios	466	START	1552208568396	1552208568396
REQUEST	194		Get all portfolios	1552208567904	1552208568399	OK	 
REQUEST	172		Get all portfolios	1552208567871	1552208568399	OK	 
REQUEST	182		Get all portfolios	1552208567885	1552208568400	OK	 
REQUEST	186		Get all portfolios	1552208567890	1552208568399	OK	 
REQUEST	178		Get all portfolios	1552208567879	1552208568402	OK	 
REQUEST	132		Get all portfolios	1552208567805	1552208568405	OK	 
USER	Get portfolios	467	START	1552208568396	1552208568396
USER	Get portfolios	468	START	1552208568406	1552208568406
REQUEST	217		Get all portfolios	1552208567933	1552208568396	OK	 
USER	Get portfolios	469	START	1552208568406	1552208568406
REQUEST	169		Get all portfolios	1552208567867	1552208568407	OK	 
REQUEST	201		Get all portfolios	1552208567910	1552208568408	OK	 
USER	Get portfolios	470	START	1552208568408	1552208568408
USER	Get portfolios	471	START	1552208568409	1552208568409
USER	Get portfolios	472	START	1552208568409	1552208568409
REQUEST	224		Get all portfolios	1552208567945	1552208568424	OK	 
REQUEST	240		Get all portfolios	1552208567977	1552208568425	OK	 
REQUEST	152		Get all portfolios	1552208567845	1552208568425	OK	 
REQUEST	140		Get all portfolios	1552208567821	1552208568427	OK	 
REQUEST	228		Get all portfolios	1552208567957	1552208568427	OK	 
REQUEST	236		Get all portfolios	1552208567972	1552208568428	OK	 
REQUEST	148		Get all portfolios	1552208567841	1552208568429	OK	 
REQUEST	174		Get all portfolios	1552208567874	1552208568429	OK	 
USER	Get portfolios	473	START	1552208568429	1552208568429
USER	Get portfolios	474	START	1552208568429	1552208568429
USER	Get portfolios	475	START	1552208568430	1552208568430
USER	Get portfolios	476	START	1552208568430	1552208568430
REQUEST	146		Get all portfolios	1552208567831	1552208568431	OK	 
REQUEST	232		Get all portfolios	1552208567966	1552208568440	OK	 
REQUEST	137		Get all portfolios	1552208567816	1552208568441	OK	 
USER	Get portfolios	477	START	1552208568430	1552208568430
USER	Get portfolios	478	START	1552208568442	1552208568442
USER	Get portfolios	479	START	1552208568443	1552208568443
USER	Get portfolios	480	START	1552208568443	1552208568443
USER	Get portfolios	481	START	1552208568444	1552208568444
REQUEST	168		Get all portfolios	1552208567866	1552208568445	OK	 
REQUEST	144		Get all portfolios	1552208567828	1552208568446	OK	 
REQUEST	160		Get all portfolios	1552208567856	1552208568449	OK	 
USER	Get portfolios	482	START	1552208568444	1552208568444
REQUEST	164		Get all portfolios	1552208567862	1552208568458	OK	 
REQUEST	156		Get all portfolios	1552208567852	1552208568458	OK	 
REQUEST	154		Get all portfolios	1552208567849	1552208568459	OK	 
USER	Get portfolios	483	START	1552208568454	1552208568454
USER	Get portfolios	484	START	1552208568459	1552208568459
USER	Get portfolios	485	START	1552208568460	1552208568460
USER	Get portfolios	486	START	1552208568461	1552208568461
USER	Get portfolios	487	START	1552208568462	1552208568462
USER	Get portfolios	488	START	1552208568462	1552208568462
USER	Get portfolios	489	START	1552208568463	1552208568463
USER	Get portfolios	490	START	1552208568465	1552208568465
USER	Get portfolios	491	START	1552208568470	1552208568470
USER	Get portfolios	492	START	1552208568471	1552208568471
REQUEST	199		Get all portfolios	1552208567906	1552208568480	OK	 
USER	Get portfolios	493	START	1552208568471	1552208568471
REQUEST	184		Get all portfolios	1552208567888	1552208568481	OK	 
USER	Get portfolios	494	START	1552208568481	1552208568481
USER	Get portfolios	495	START	1552208568482	1552208568482
USER	Get portfolios	496	START	1552208568483	1552208568483
REQUEST	176		Get all portfolios	1552208567877	1552208568485	OK	 
USER	Get portfolios	497	START	1552208568485	1552208568485
REQUEST	188		Get all portfolios	1552208567891	1552208568486	OK	 
USER	Get portfolios	498	START	1552208568486	1552208568486
USER	Get portfolios	499	START	1552208568487	1552208568487
USER	Get portfolios	500	START	1552208568487	1552208568487
REQUEST	221		Get all portfolios	1552208567940	1552208568488	OK	 
REQUEST	218		Get all portfolios	1552208567935	1552208568491	OK	 
REQUEST	203		Get all portfolios	1552208567913	1552208568493	OK	 
USER	Get portfolios	8	END	1552208567492	1552208567517
USER	Get portfolios	3	END	1552208567434	1552208567531
USER	Get portfolios	1	END	1552208567404	1552208567532
USER	Get portfolios	7	END	1552208567485	1552208567534
USER	Get portfolios	2	END	1552208567431	1552208567536
USER	Get portfolios	16	END	1552208567515	1552208567542
USER	Get portfolios	4	END	1552208567453	1552208567542
USER	Get portfolios	9	END	1552208567494	1552208567590
USER	Get portfolios	11	END	1552208567503	1552208567594
USER	Get portfolios	13	END	1552208567504	1552208567612
USER	Get portfolios	19	END	1552208567543	1552208567614
USER	Get portfolios	20	END	1552208567549	1552208567640
USER	Get portfolios	6	END	1552208567473	1552208567646
USER	Get portfolios	49	END	1552208567614	1552208567704
USER	Get portfolios	18	END	1552208567516	1552208567705
USER	Get portfolios	37	END	1552208567583	1552208567705
USER	Get portfolios	30	END	1552208567573	1552208567706
USER	Get portfolios	14	END	1552208567514	1552208567708
USER	Get portfolios	26	END	1552208567567	1552208567709
USER	Get portfolios	57	END	1552208567642	1552208567720
USER	Get portfolios	21	END	1552208567553	1552208567720
USER	Get portfolios	38	END	1552208567594	1552208567727
USER	Get portfolios	41	END	1552208567598	1552208567761
USER	Get portfolios	22	END	1552208567555	1552208567777
USER	Get portfolios	33	END	1552208567578	1552208567806
USER	Get portfolios	44	END	1552208567602	1552208567815
USER	Get portfolios	64	END	1552208567658	1552208567818
USER	Get portfolios	29	END	1552208567572	1552208567886
USER	Get portfolios	17	END	1552208567515	1552208568058
USER	Get portfolios	27	END	1552208567568	1552208568071
USER	Get portfolios	54	END	1552208567628	1552208568073
USER	Get portfolios	53	END	1552208567627	1552208568092
USER	Get portfolios	50	END	1552208567617	1552208568093
USER	Get portfolios	23	END	1552208567556	1552208568094
USER	Get portfolios	56	END	1552208567640	1552208568094
USER	Get portfolios	28	END	1552208567571	1552208568097
USER	Get portfolios	32	END	1552208567576	1552208568101
USER	Get portfolios	58	END	1552208567644	1552208568122
REQUEST	212		Get all portfolios	1552208567924	1552208568502	OK	 
REQUEST	192		Get all portfolios	1552208567899	1552208568502	OK	 
USER	Get portfolios	42	END	1552208567598	1552208568137
USER	Get portfolios	39	END	1552208567595	1552208568141
USER	Get portfolios	5	END	1552208567472	1552208568141
USER	Get portfolios	55	END	1552208567630	1552208568145
USER	Get portfolios	43	END	1552208567602	1552208568168
USER	Get portfolios	31	END	1552208567574	1552208568169
USER	Get portfolios	52	END	1552208567622	1552208568170
USER	Get portfolios	48	END	1552208567608	1552208568173
USER	Get portfolios	84	END	1552208567693	1552208568177
USER	Get portfolios	68	END	1552208567661	1552208568179
USER	Get portfolios	78	END	1552208567675	1552208568179
USER	Get portfolios	35	END	1552208567580	1552208568184
USER	Get portfolios	25	END	1552208567558	1552208568191
USER	Get portfolios	10	END	1552208567502	1552208568192
USER	Get portfolios	34	END	1552208567580	1552208568198
USER	Get portfolios	71	END	1552208567663	1552208568203
USER	Get portfolios	15	END	1552208567514	1552208568213
USER	Get portfolios	47	END	1552208567606	1552208568214
USER	Get portfolios	36	END	1552208567582	1552208568219
USER	Get portfolios	40	END	1552208567596	1552208568221
USER	Get portfolios	63	END	1552208567657	1552208568223
USER	Get portfolios	86	END	1552208567695	1552208568238
USER	Get portfolios	59	END	1552208567647	1552208568240
USER	Get portfolios	108	END	1552208567748	1552208568245
USER	Get portfolios	112	END	1552208567753	1552208568245
USER	Get portfolios	45	END	1552208567603	1552208568246
USER	Get portfolios	76	END	1552208567672	1552208568247
USER	Get portfolios	80	END	1552208567686	1552208568251
USER	Get portfolios	92	END	1552208567720	1552208568256
USER	Get portfolios	65	END	1552208567659	1552208568257
USER	Get portfolios	62	END	1552208567655	1552208568258
USER	Get portfolios	51	END	1552208567619	1552208568258
USER	Get portfolios	46	END	1552208567604	1552208568260
USER	Get portfolios	61	END	1552208567654	1552208568261
USER	Get portfolios	104	END	1552208567741	1552208568273
USER	Get portfolios	24	END	1552208567557	1552208568273
USER	Get portfolios	74	END	1552208567670	1552208568276
USER	Get portfolios	124	END	1552208567784	1552208568276
USER	Get portfolios	12	END	1552208567504	1552208568276
USER	Get portfolios	128	END	1552208567797	1552208568287
USER	Get portfolios	70	END	1552208567662	1552208568291
USER	Get portfolios	60	END	1552208567653	1552208568295
USER	Get portfolios	69	END	1552208567661	1552208568323
USER	Get portfolios	98	END	1552208567730	1552208568323
USER	Get portfolios	99	END	1552208567731	1552208568323
USER	Get portfolios	120	END	1552208567778	1552208568326
USER	Get portfolios	66	END	1552208567659	1552208568327
USER	Get portfolios	116	END	1552208567760	1552208568334
USER	Get portfolios	103	END	1552208567739	1552208568335
USER	Get portfolios	94	END	1552208567722	1552208568335
USER	Get portfolios	100	END	1552208567734	1552208568342
USER	Get portfolios	110	END	1552208567751	1552208568344
USER	Get portfolios	67	END	1552208567660	1552208568350
USER	Get portfolios	122	END	1552208567781	1552208568351
USER	Get portfolios	130	END	1552208567801	1552208568358
USER	Get portfolios	138	END	1552208567816	1552208568359
USER	Get portfolios	82	END	1552208567690	1552208568360
USER	Get portfolios	106	END	1552208567745	1552208568367
USER	Get portfolios	126	END	1552208567791	1552208568367
USER	Get portfolios	118	END	1552208567768	1552208568367
USER	Get portfolios	114	END	1552208567756	1552208568367
USER	Get portfolios	134	END	1552208567808	1552208568368
USER	Get portfolios	91	END	1552208567720	1552208568368
USER	Get portfolios	150	END	1552208567843	1552208568368
USER	Get portfolios	142	END	1552208567824	1552208568373
USER	Get portfolios	158	END	1552208567853	1552208568376
USER	Get portfolios	162	END	1552208567859	1552208568377
USER	Get portfolios	87	END	1552208567696	1552208568381
USER	Get portfolios	207	END	1552208567916	1552208568381
USER	Get portfolios	190	END	1552208567894	1552208568382
USER	Get portfolios	205	END	1552208567913	1552208568384
USER	Get portfolios	166	END	1552208567863	1552208568387
USER	Get portfolios	214	END	1552208567926	1552208568387
USER	Get portfolios	195	END	1552208567904	1552208568388
USER	Get portfolios	219	END	1552208567936	1552208568392
USER	Get portfolios	172	END	1552208567871	1552208568399
USER	Get portfolios	194	END	1552208567904	1552208568399
USER	Get portfolios	186	END	1552208567890	1552208568401
USER	Get portfolios	182	END	1552208567884	1552208568402
USER	Get portfolios	178	END	1552208567879	1552208568403
USER	Get portfolios	132	END	1552208567805	1552208568405
USER	Get portfolios	217	END	1552208567933	1552208568407
USER	Get portfolios	169	END	1552208567867	1552208568408
USER	Get portfolios	201	END	1552208567909	1552208568408
REQUEST	209		Get all portfolios	1552208567919	1552208568509	OK	 
REQUEST	211		Get all portfolios	1552208567924	1552208568509	OK	 
REQUEST	77		Get all portfolios	1552208567673	1552208568510	OK	 
REQUEST	234		Get all portfolios	1552208567968	1552208568512	OK	 
USER	Get portfolios	224	END	1552208567945	1552208568424
REQUEST	226		Get all portfolios	1552208567953	1552208568515	OK	 
REQUEST	239		Get all portfolios	1552208567975	1552208568517	OK	 
REQUEST	73		Get all portfolios	1552208567669	1552208568518	OK	 
USER	Get portfolios	240	END	1552208567976	1552208568425
USER	Get portfolios	152	END	1552208567845	1552208568426
USER	Get portfolios	140	END	1552208567821	1552208568427
USER	Get portfolios	228	END	1552208567957	1552208568428
USER	Get portfolios	236	END	1552208567971	1552208568428
USER	Get portfolios	148	END	1552208567834	1552208568429
USER	Get portfolios	174	END	1552208567873	1552208568429
USER	Get portfolios	146	END	1552208567831	1552208568431
USER	Get portfolios	232	END	1552208567965	1552208568440
USER	Get portfolios	137	END	1552208567811	1552208568441
USER	Get portfolios	168	END	1552208567865	1552208568445
USER	Get portfolios	144	END	1552208567827	1552208568446
USER	Get portfolios	160	END	1552208567856	1552208568449
USER	Get portfolios	164	END	1552208567862	1552208568458
USER	Get portfolios	156	END	1552208567852	1552208568459
USER	Get portfolios	154	END	1552208567848	1552208568459
USER	Get portfolios	199	END	1552208567906	1552208568480
USER	Get portfolios	184	END	1552208567887	1552208568481
USER	Get portfolios	176	END	1552208567877	1552208568485
USER	Get portfolios	188	END	1552208567891	1552208568487
USER	Get portfolios	221	END	1552208567940	1552208568488
USER	Get portfolios	218	END	1552208567934	1552208568491
USER	Get portfolios	203	END	1552208567912	1552208568493
USER	Get portfolios	212	END	1552208567924	1552208568502
USER	Get portfolios	192	END	1552208567899	1552208568503
USER	Get portfolios	209	END	1552208567919	1552208568509
USER	Get portfolios	211	END	1552208567923	1552208568510
USER	Get portfolios	77	END	1552208567673	1552208568510
USER	Get portfolios	234	END	1552208567968	1552208568512
USER	Get portfolios	226	END	1552208567953	1552208568515
USER	Get portfolios	239	END	1552208567975	1552208568517
USER	Get portfolios	73	END	1552208567669	1552208568518
REQUEST	231		Get all portfolios	1552208567964	1552208568523	OK	 
USER	Get portfolios	231	END	1552208567964	1552208568523
REQUEST	180		Get all portfolios	1552208567882	1552208568523	OK	 
USER	Get portfolios	180	END	1552208567881	1552208568523
REQUEST	89		Get all portfolios	1552208567706	1552208568525	OK	 
USER	Get portfolios	89	END	1552208567699	1552208568525
REQUEST	105		Get all portfolios	1552208567743	1552208568533	OK	 
USER	Get portfolios	105	END	1552208567743	1552208568533
REQUEST	85		Get all portfolios	1552208567695	1552208568537	OK	 
USER	Get portfolios	85	END	1552208567694	1552208568537
REQUEST	121		Get all portfolios	1552208567780	1552208568540	OK	 
USER	Get portfolios	121	END	1552208567780	1552208568540
REQUEST	102		Get all portfolios	1552208567739	1552208568541	OK	 
USER	Get portfolios	102	END	1552208567737	1552208568541
REQUEST	81		Get all portfolios	1552208567689	1552208568544	OK	 
USER	Get portfolios	81	END	1552208567688	1552208568545
REQUEST	129		Get all portfolios	1552208567800	1552208568546	OK	 
USER	Get portfolios	129	END	1552208567799	1552208568547
REQUEST	93		Get all portfolios	1552208567722	1552208568548	OK	 
USER	Get portfolios	93	END	1552208567722	1552208568549
REQUEST	252		Get all portfolios	1552208568036	1552208568550	OK	 
USER	Get portfolios	252	END	1552208568036	1552208568551
REQUEST	72		Get all portfolios	1552208567664	1552208568552	OK	 
USER	Get portfolios	72	END	1552208567664	1552208568552
REQUEST	136		Get all portfolios	1552208567810	1552208568553	OK	 
USER	Get portfolios	136	END	1552208567810	1552208568554
REQUEST	95		Get all portfolios	1552208567723	1552208568558	OK	 
REQUEST	79		Get all portfolios	1552208567684	1552208568558	OK	 
USER	Get portfolios	95	END	1552208567723	1552208568558
USER	Get portfolios	79	END	1552208567677	1552208568558
REQUEST	250		Get all portfolios	1552208568034	1552208568577	OK	 
USER	Get portfolios	250	END	1552208568034	1552208568577
REQUEST	96		Get all portfolios	1552208567728	1552208568578	OK	 
USER	Get portfolios	96	END	1552208567728	1552208568578
REQUEST	88		Get all portfolios	1552208567699	1552208568584	OK	 
USER	Get portfolios	88	END	1552208567698	1552208568584
REQUEST	90		Get all portfolios	1552208567720	1552208568585	OK	 
USER	Get portfolios	90	END	1552208567719	1552208568585
REQUEST	243		Get all portfolios	1552208568027	1552208568587	OK	 
USER	Get portfolios	243	END	1552208568027	1552208568587
REQUEST	248		Get all portfolios	1552208568033	1552208568588	OK	 
USER	Get portfolios	248	END	1552208568032	1552208568588
REQUEST	75		Get all portfolios	1552208567672	1552208568589	OK	 
USER	Get portfolios	75	END	1552208567671	1552208568589
REQUEST	133		Get all portfolios	1552208567807	1552208568590	OK	 
USER	Get portfolios	133	END	1552208567807	1552208568590
REQUEST	242		Get all portfolios	1552208567980	1552208568594	OK	 
USER	Get portfolios	242	END	1552208567979	1552208568594
REQUEST	83		Get all portfolios	1552208567693	1552208568597	OK	 
USER	Get portfolios	83	END	1552208567692	1552208568597
REQUEST	109		Get all portfolios	1552208567750	1552208568599	OK	 
USER	Get portfolios	109	END	1552208567750	1552208568599
REQUEST	125		Get all portfolios	1552208567790	1552208568603	OK	 
USER	Get portfolios	125	END	1552208567790	1552208568603
REQUEST	149		Get all portfolios	1552208567842	1552208568603	OK	 
USER	Get portfolios	149	END	1552208567841	1552208568604
REQUEST	153		Get all portfolios	1552208567847	1552208568607	OK	 
REQUEST	161		Get all portfolios	1552208567858	1552208568608	OK	 
REQUEST	107		Get all portfolios	1552208567747	1552208568608	OK	 
USER	Get portfolios	153	END	1552208567846	1552208568608
USER	Get portfolios	161	END	1552208567858	1552208568608
USER	Get portfolios	107	END	1552208567746	1552208568608
REQUEST	131		Get all portfolios	1552208567803	1552208568608	OK	 
USER	Get portfolios	131	END	1552208567802	1552208568608
REQUEST	143		Get all portfolios	1552208567827	1552208568610	OK	 
USER	Get portfolios	143	END	1552208567827	1552208568610
REQUEST	157		Get all portfolios	1552208567852	1552208568613	OK	 
REQUEST	246		Get all portfolios	1552208568028	1552208568613	OK	 
REQUEST	117		Get all portfolios	1552208567767	1552208568613	OK	 
USER	Get portfolios	157	END	1552208567852	1552208568613
USER	Get portfolios	246	END	1552208568028	1552208568613
USER	Get portfolios	117	END	1552208567767	1552208568613
REQUEST	123		Get all portfolios	1552208567783	1552208568616	OK	 
USER	Get portfolios	123	END	1552208567782	1552208568616
REQUEST	101		Get all portfolios	1552208567737	1552208568617	OK	 
USER	Get portfolios	101	END	1552208567736	1552208568617
REQUEST	173		Get all portfolios	1552208567872	1552208568621	OK	 
USER	Get portfolios	173	END	1552208567871	1552208568621
REQUEST	163		Get all portfolios	1552208567861	1552208568624	OK	 
REQUEST	115		Get all portfolios	1552208567759	1552208568624	OK	 
REQUEST	147		Get all portfolios	1552208567832	1552208568625	OK	 
USER	Get portfolios	163	END	1552208567861	1552208568624
USER	Get portfolios	115	END	1552208567758	1552208568625
USER	Get portfolios	147	END	1552208567832	1552208568625
REQUEST	167		Get all portfolios	1552208567865	1552208568628	OK	 
REQUEST	170		Get all portfolios	1552208567868	1552208568628	OK	 
USER	Get portfolios	167	END	1552208567865	1552208568628
USER	Get portfolios	170	END	1552208567867	1552208568628
REQUEST	139		Get all portfolios	1552208567817	1552208568630	OK	 
USER	Get portfolios	139	END	1552208567817	1552208568630
REQUEST	151		Get all portfolios	1552208567845	1552208568634	OK	 
REQUEST	183		Get all portfolios	1552208567886	1552208568634	OK	 
USER	Get portfolios	151	END	1552208567844	1552208568634
REQUEST	179		Get all portfolios	1552208567881	1552208568634	OK	 
USER	Get portfolios	183	END	1552208567886	1552208568634
USER	Get portfolios	179	END	1552208567881	1552208568635
REQUEST	155		Get all portfolios	1552208567850	1552208568637	OK	 
USER	Get portfolios	155	END	1552208567850	1552208568637
REQUEST	216		Get all portfolios	1552208567930	1552208568646	OK	 
USER	Get portfolios	216	END	1552208567930	1552208568646
REQUEST	97		Get all portfolios	1552208567730	1552208568646	OK	 
USER	Get portfolios	97	END	1552208567730	1552208568646
REQUEST	222		Get all portfolios	1552208567942	1552208568648	OK	 
REQUEST	127		Get all portfolios	1552208567795	1552208568648	OK	 
USER	Get portfolios	222	END	1552208567941	1552208568648
USER	Get portfolios	127	END	1552208567792	1552208568648
REQUEST	191		Get all portfolios	1552208567898	1552208568648	OK	 
USER	Get portfolios	191	END	1552208567897	1552208568648
REQUEST	119		Get all portfolios	1552208567770	1552208568648	OK	 
USER	Get portfolios	119	END	1552208567770	1552208568649
REQUEST	159		Get all portfolios	1552208567856	1552208568651	OK	 
USER	Get portfolios	159	END	1552208567855	1552208568651
REQUEST	202		Get all portfolios	1552208567912	1552208568651	OK	 
USER	Get portfolios	202	END	1552208567910	1552208568651
REQUEST	135		Get all portfolios	1552208567810	1552208568653	OK	 
USER	Get portfolios	135	END	1552208567809	1552208568653
REQUEST	254		Get all portfolios	1552208568041	1552208568654	OK	 
USER	Get portfolios	254	END	1552208568040	1552208568655
REQUEST	196		Get all portfolios	1552208567905	1552208568656	OK	 
USER	Get portfolios	196	END	1552208567904	1552208568657
REQUEST	256		Get all portfolios	1552208568043	1552208568659	OK	 
USER	Get portfolios	256	END	1552208568043	1552208568660
REQUEST	225		Get all portfolios	1552208567947	1552208568662	OK	 
REQUEST	210		Get all portfolios	1552208567921	1552208568662	OK	 
USER	Get portfolios	210	END	1552208567921	1552208568662
USER	Get portfolios	225	END	1552208567946	1552208568662
REQUEST	238		Get all portfolios	1552208567974	1552208568663	OK	 
USER	Get portfolios	238	END	1552208567974	1552208568664
REQUEST	187		Get all portfolios	1552208567891	1552208568664	OK	 
USER	Get portfolios	187	END	1552208567890	1552208568665
REQUEST	208		Get all portfolios	1552208567917	1552208568666	OK	 
USER	Get portfolios	208	END	1552208567917	1552208568666
REQUEST	253		Get all portfolios	1552208568040	1552208568667	OK	 
REQUEST	241		Get all portfolios	1552208567978	1552208568669	OK	 
USER	Get portfolios	253	END	1552208568036	1552208568667
USER	Get portfolios	241	END	1552208567978	1552208568669
REQUEST	257		Get all portfolios	1552208568045	1552208568669	OK	 
USER	Get portfolios	257	END	1552208568044	1552208568670
REQUEST	113		Get all portfolios	1552208567755	1552208568670	OK	 
USER	Get portfolios	113	END	1552208567755	1552208568670
REQUEST	230		Get all portfolios	1552208567961	1552208568671	OK	 
USER	Get portfolios	230	END	1552208567961	1552208568672
REQUEST	111		Get all portfolios	1552208567753	1552208568672	OK	 
USER	Get portfolios	111	END	1552208567752	1552208568672
REQUEST	145		Get all portfolios	1552208567829	1552208568672	OK	 
REQUEST	141		Get all portfolios	1552208567824	1552208568673	OK	 
USER	Get portfolios	145	END	1552208567829	1552208568673
USER	Get portfolios	141	END	1552208567823	1552208568673
REQUEST	198		Get all portfolios	1552208567906	1552208568674	OK	 
USER	Get portfolios	198	END	1552208567905	1552208568674
REQUEST	177		Get all portfolios	1552208567879	1552208568675	OK	 
USER	Get portfolios	177	END	1552208567878	1552208568675
REQUEST	244		Get all portfolios	1552208568028	1552208568679	OK	 
REQUEST	165		Get all portfolios	1552208567863	1552208568679	OK	 
REQUEST	249		Get all portfolios	1552208568034	1552208568679	OK	 
USER	Get portfolios	249	END	1552208568033	1552208568679
USER	Get portfolios	244	END	1552208568027	1552208568679
USER	Get portfolios	165	END	1552208567863	1552208568679
REQUEST	189		Get all portfolios	1552208567892	1552208568682	OK	 
REQUEST	258		Get all portfolios	1552208568046	1552208568683	OK	 
USER	Get portfolios	189	END	1552208567892	1552208568683
USER	Get portfolios	258	END	1552208568046	1552208568684
REQUEST	175		Get all portfolios	1552208567875	1552208568687	OK	 
USER	Get portfolios	175	END	1552208567875	1552208568688
REQUEST	171		Get all portfolios	1552208567869	1552208568690	OK	 
USER	Get portfolios	171	END	1552208567869	1552208568691
REQUEST	185		Get all portfolios	1552208567888	1552208568692	OK	 
USER	Get portfolios	185	END	1552208567888	1552208568693
REQUEST	181		Get all portfolios	1552208567883	1552208568695	OK	 
USER	Get portfolios	181	END	1552208567883	1552208568695
REQUEST	260		Get all portfolios	1552208568048	1552208568700	OK	 
USER	Get portfolios	260	END	1552208568047	1552208568700
REQUEST	193		Get all portfolios	1552208567904	1552208568705	OK	 
USER	Get portfolios	193	END	1552208567903	1552208568705
REQUEST	251		Get all portfolios	1552208568036	1552208568709	OK	 
USER	Get portfolios	251	END	1552208568035	1552208568709
REQUEST	301		Get all portfolios	1552208568103	1552208568710	OK	 
USER	Get portfolios	301	END	1552208568103	1552208568710
REQUEST	284		Get all portfolios	1552208568071	1552208568714	OK	 
USER	Get portfolios	284	END	1552208568071	1552208568715
REQUEST	233		Get all portfolios	1552208567967	1552208568715	OK	 
USER	Get portfolios	233	END	1552208567966	1552208568715
REQUEST	223		Get all portfolios	1552208567943	1552208568716	OK	 
REQUEST	215		Get all portfolios	1552208567930	1552208568717	OK	 
USER	Get portfolios	223	END	1552208567943	1552208568717
USER	Get portfolios	215	END	1552208567929	1552208568717
REQUEST	292		Get all portfolios	1552208568082	1552208568722	OK	 
REQUEST	229		Get all portfolios	1552208567960	1552208568722	OK	 
USER	Get portfolios	292	END	1552208568081	1552208568722
USER	Get portfolios	229	END	1552208567960	1552208568722
REQUEST	220		Get all portfolios	1552208567938	1552208568724	OK	 
USER	Get portfolios	220	END	1552208567937	1552208568724
REQUEST	272		Get all portfolios	1552208568058	1552208568729	OK	 
